,Unnamed: 0,date,rawContent,cleaned_content,english_relative_frequency
14038,38,2022-05-22 23:40:03+00:00,"Kenny Dalglish, Josep GUARDIOLA - 4 English League Titles.

Sir Alex Ferguson - 13
Josep GUARDIOLA - 10

#Champions",kenny dalglish josep guardiola 4 english league titles sir alex ferguson 13 josep guardiola 10,0.5833333333333334
14039,39,2022-05-22 23:38:27+00:00,Aku dah mula pikir nk pasang box kt moto ni..buat letak kasut running..abes keje teros g bedok reservoir. 1 round bole dapat 5km dah la.,aku dah mula pikir nk pasang box kt moto nibuat letak kasut runningabes keje teros g bedok reservoir 1 round bole dapat 5km dah la,0.5217391304347826
14051,51,2022-05-22 23:27:23+00:00,Bau baju eh. Suka dia bau badan org. 🤣🤣🤣,bau baju eh suka dia bau badan org,0.5
14065,65,2022-05-22 23:13:42+00:00,7 da manhã em singapura e um desejo arrebatador de comer strogonoff,7 da manhã em singapura e um desejo arrebatador de comer strogonoff,0.5454545454545454
14120,20,2022-05-23 23:39:57+00:00,Burj khalifah,burj khalifah,0.5
14121,21,2022-05-23 23:39:39+00:00,Legoland dubai,legoland dubai,0.5
14124,24,2022-05-23 23:37:38+00:00,"aku ni kalau mengantuk memang careless, sorry",aku ni kalau mengantuk memang careless sorry,0.5714285714285714
14126,26,2022-05-23 23:35:29+00:00,The HAWTTEST ❤️‍🔥❤️‍🔥❤️‍🔥,the hawttest,0.5
14135,35,2022-05-23 23:28:51+00:00,Yg penting dia cuba. 💪🏽 https://t.co/PfpZcFvE0K,yg penting dia cuba,0.5
14149,49,2022-05-23 23:09:21+00:00,@nuytarigan Padahal kuncinya ya strategi yang bagus…,padahal kuncinya ya strategi yang bagus,0.5
14176,76,2022-05-23 22:49:15+00:00,@goddessxsierra Omg...what happened,omgwhat happened,0.5
14191,91,2022-05-23 22:42:14+00:00,Tara kape!,tara kape,0.5
14208,8,2022-05-24 23:56:11+00:00,Hi....nk pegi mana tu https://t.co/nicosMvS5v,hink pegi mana tu,0.5
14257,57,2022-05-24 23:26:55+00:00,Panas soyal ni bus,panas soyal ni bus,0.5
14283,83,2022-05-24 23:05:25+00:00,By bermonths mag sugod nakog work out ..,by bermonths mag sugod nakog work out,0.5714285714285714
14289,89,2022-05-24 23:02:27+00:00,"Maong wa nako ga talk talking stage, akong vacant time e rest nalang nko. Kakalaaaas naaas storya",maong wa nako ga talk talking stage akong vacant time e rest nalang nko kakalaaaas naaas storya,0.5882352941176471
14305,5,2022-05-25 23:56:36+00:00,Kalau di SG udah disapa “excuse me”  ama orang sana sambil lewat ngacir dan itu di eskalator…hehe,kalau di sg udah disapa excuse me ama orang sana sambil lewat ngacir dan itu di eskalatorhehe,0.5294117647058824
14316,16,2022-05-25 23:50:02+00:00,"Sarap (@ Mana Cafe in Iskandar Puteri, Johor) https://t.co/B0tPwZOq01",sarap mana cafe in iskandar puteri johor,0.5714285714285714
14336,36,2022-05-25 23:26:57+00:00,@Liyana_SF apa kita xdpt apa2. Planner pun xda.,apa kita xdpt apa2 planner pun xda,0.5
14337,37,2022-05-25 23:26:36+00:00,@_PosterShuhua Noooo hahahha @eliesii 💀💀,noooo hahahha,0.5
14344,44,2022-05-25 23:19:53+00:00,@nishhussin3 @ShazwanZdainal masa tu humble sgt nak raih undi..dh menang turun tgk rakyat pun tak,masa tu humble sgt nak raih undidh menang turun tgk rakyat pun tak,0.5384615384615384
14359,59,2022-05-25 23:06:55+00:00,Lord payakap po. Yung mahigpit na mahigpit. 🥺,lord payakap po yung mahigpit na mahigpit,0.5714285714285714
14360,60,2022-05-25 23:05:46+00:00,2022 1st Successfull Achievement https://t.co/t5flqyoYXW,2022 1st successfull achievement,0.5
14369,69,2022-05-25 23:00:14+00:00,Bon matin depuis Singapour !,bon matin depuis singapour,0.5
14370,70,2022-05-25 22:58:25+00:00,"Bila travel sorang2, macam2 aku mengalami. Ni semua kisah benar. 

 https://t.co/ordbQ6GuCV",bila travel sorang2 macam2 aku mengalami ni semua kisah benar,0.5
14386,86,2022-05-25 22:40:56+00:00,"✅ BNE-SIN
Next SIN-KUL
Waiting… https://t.co/FSCGE23R1o",bnesin next sinkul waiting,0.5
14389,89,2022-05-25 22:38:55+00:00,Pulau Ubin was fun. https://t.co/2Ir8djkbzv,pulau ubin was fun,0.5
14417,17,2022-05-26 23:47:59+00:00,"@iyaampun @ahiwuhuy kiyut bgt🥹,beli dimna? ada link nya?",kiyut bgtbeli dimna ada link nya,0.5
14460,60,2022-05-26 23:22:00+00:00,@thaq9f @Ishairin3 Member smangat skola sia,member smangat skola sia,0.5
14477,77,2022-05-26 23:11:17+00:00,Pas vraiment d’heure dorée ce matin… https://t.co/hgV9HS2WgF,pas vraiment dheure dorée ce matin,0.5
14482,82,2022-05-26 23:06:56+00:00,@paythetoII Allrite Sir ! 👍🫶,allrite sir,0.5
14500,0,2022-05-27 23:59:36+00:00,Hirap magbudget sa totoo lang. Puro palabas pa 😭🥹 pero atleast survive din.,hirap magbudget sa totoo lang puro palabas pa pero atleast survive din,0.5
14529,29,2022-05-27 23:20:54+00:00,@NazaHafki Ohh kene pegi sana la. Ok tq bro 👍,ohh kene pegi sana la ok tq bro,0.5
14541,41,2022-05-27 23:13:00+00:00,@UnveiledAura Tak. Gazette jer hahahahaha,tak gazette jer hahahahaha,0.5
14547,47,2022-05-27 23:05:23+00:00,@SeLLaoNhErOwN Mintak sikit manis tu. Doc kata saya  kurang manis. Tu sebab mudah letih,mintak sikit manis tu doc kata saya kurang manis tu sebab mudah letih,0.5384615384615384
14549,49,2022-05-27 23:01:20+00:00,"@UnveiledAura Alhamdullilah. Like mcm almost normal, but belum normal sangat. Sipi-Sipi…",alhamdullilah like mcm almost normal but belum normal sangat sipisipi,0.5
14566,66,2022-05-27 22:44:09+00:00,"@UnveiledAura Trip dgn ikan2 lain sikit. Plus, this time ada soundscape laut. Hutan laut, energy berbeza.",trip dgn ikan2 lain sikit plus this time ada soundscape laut hutan laut energy berbeza,0.5
14578,78,2022-05-27 22:30:37+00:00,Tara kape! ☕ https://t.co/A36sxoLZeh,tara kape,0.5
14594,94,2022-05-27 22:13:19+00:00,@siasatpk Awaam ne nahi America ne inko munthakhib Kia with our idaras,awaam ne nahi america ne inko munthakhib kia with our idaras,0.5454545454545454
14613,13,2022-05-28 23:45:19+00:00,Editando as fotos de Singapura e tem umas paradas que gostei demais https://t.co/9STrRU0Mjd,editando as fotos de singapura e tem umas paradas que gostei demais,0.5
14623,23,2022-05-28 23:37:32+00:00,"Gracias a nuestras @FuerzasMilCol por defender la Constitución, la Ley y los derechos de los colombianos que en 🇨🇴@Acdac1 🇨🇴 los Pilotos exigimos siempre sean cumplidas protegiendo la vida de nuestros pasajeros. #OrgullososDeSerColombianos https://t.co/V6jdUHiJyd",gracias a nuestras por defender la constitución la ley y los derechos de los colombianos que en los pilotos exigimos siempre sean cumplidas protegiendo la vida de nuestros pasajeros,0.5517241379310345
14625,25,2022-05-28 23:37:29+00:00,"Los Pilotos de 🇨🇴 @Acdac1 🇨🇴 representan los más altos ideales y principios, y seremos siempre los únicos que los representen con honor ante el país y el mundo, como así fueron reconocidos anoche en la cena de gala de @IFALPA en Singapur. https://t.co/yOqczjMJKV",los pilotos de representan los más altos ideales y principios y seremos siempre los únicos que los representen con honor ante el país y el mundo como así fueron reconocidos anoche en la cena de gala de en singapur,0.5384615384615384
14626,26,2022-05-28 23:37:27+00:00,"Los Aviadores de 🇨🇴 @Acdac1 🇨🇴 recibieron de manos del Presidente de @IFALPA Capitán Jack Netskar, la más alta distinción de la Federación por su valentía y determinación en la defensa de la profesión. https://t.co/iyNc1f3eec",los aviadores de recibieron de manos del presidente de capitán jack netskar la más alta distinción de la federación por su valentía y determinación en la defensa de la profesión,0.5
14630,30,2022-05-28 23:35:49+00:00,@payissss Harini masuk sg boss kemas rumah sana. Ajak abang tu member da ahis LP 🤣,harini masuk sg boss kemas rumah sana ajak abang tu member da ahis lp,0.5
14643,43,2022-05-28 23:26:54+00:00,Ini namanya entertainment pak… di US dah biasa kayak gini…untung aja gak ada half time show di UCL ini…,ini namanya entertainment pak di us dah biasa kayak giniuntung aja gak ada half time show di ucl ini,0.5789473684210527
14653,53,2022-05-28 23:19:31+00:00,Nah gitu donk kan mantap lah,nah gitu donk kan mantap lah,0.5
14661,61,2022-05-28 23:14:14+00:00,@payissss Haritu msk team secret kejap. Pastu now da official msk nigma. Miracle pos 1. Mael mid,haritu msk team secret kejap pastu now da official msk nigma miracle pos 1 mael mid,0.5333333333333333
14662,62,2022-05-28 23:13:48+00:00,"@claudenir @GloboNews Bom se vc não acha nada demais um vilarejo contratando uma estrela nacional/internacional para fazer um show desses...
Algo de errado tem, e mto provavelmente algum interesse escuso",bom se vc não acha nada demais um vilarejo contratando uma estrela nacionalinternacional para fazer um show desses algo de errado tem e mto provavelmente algum interesse escuso,0.5
14705,5,2022-05-29 23:54:26+00:00,Omg! Ang dam lutayan..connected antong guba. Tsk tani ang namnama bridge di lang maguba. https://t.co/8E8ZBvFFTF,omg ang dam lutayanconnected antong guba tsk tani ang namnama bridge di lang maguba,0.5714285714285714
14717,17,2022-05-29 23:44:04+00:00,Keluarga Malaysia,keluarga malaysia,0.5
14735,35,2022-05-29 23:33:25+00:00,"Good moaning. Hokkien mee. 😆 #homecookedmeal #homecooks #homecookingisthebest #homecooking #breakfastideas #sgfoodlover #sgfoodies #sgfoodiary #sgfoodstagram @ Punggol, Singapore https://t.co/x0XerrsHYE",good moaning hokkien mee punggol singapore,0.5
14745,45,2022-05-29 23:24:25+00:00,Right bro ❤️❤️🎵🎶🎧 https://t.co/MVQcGkRopN,right bro,0.5
14753,53,2022-05-29 23:15:02+00:00,@dianaa_pro 😂😂 GameFi-ing everything,gamefiing everything,0.5
14776,76,2022-05-29 22:45:53+00:00,Tara kape!,tara kape,0.5
14783,83,2022-05-29 22:35:13+00:00,#HalaMadrid hahaha ada piala nya,hahaha ada piala nya,0.5
14798,98,2022-05-29 22:26:48+00:00,@rahmani_ima Si paling faham khilafah emang aneh 😂,si paling faham khilafah emang aneh,0.5
14812,12,2022-05-30 23:47:21+00:00,"@Subur0204 Mana ni petugas RSJ nya
Pasien anda lepas ni https://t.co/6N3InHCEmv",mana ni petugas rsj nya pasien anda lepas ni,0.5555555555555556
14821,21,2022-05-30 23:40:04+00:00,Padahal baru hari selasa. Tapi rasa macam berat jee nak pergi kje. Penat ape pun taktau,padahal baru hari selasa tapi rasa macam berat jee nak pergi kje penat ape pun taktau,0.5
14833,33,2022-05-30 23:28:53+00:00,@StefanoBerto83 Analisi risposta T patetica.. fatta solo con recombinant Spike protein( che non può’ valutare CD 8) poi immunità  indotta da infezione stimola T cells specifiche per tutto proteome.. x forza che dicono che non cambia.. Questi immunologi da Ab only🤷🏻‍♂️,analisi risposta t patetica fatta solo con recombinant spike protein che non può valutare cd 8 poi immunità indotta da infezione stimola t cells specifiche per tutto proteome x forza che dicono che non cambia questi immunologi da ab only,0.5897435897435898
14869,69,2022-05-30 22:53:10+00:00,@jvdas_iskariot InshaAllah...kalo saya rela melakukan part time di kala yang lain liburan...demi bisa mbayar hutang,inshaallahkalo saya rela melakukan part time di kala yang lain liburandemi bisa mbayar hutang,0.5
14874,74,2022-05-30 22:48:29+00:00,@kmmontez Luhhhhh hahaha,luhhhhh hahaha,0.5
14922,22,2022-05-31 23:44:51+00:00,@apebayc wheeeen chaneee pppppeeeeee and peeeeee to goblin brother🤣,wheeeen chaneee pppppeeeeee and peeeeee to goblin brother,0.5
14926,26,2022-05-31 23:43:44+00:00,"Edward's IGstory 

#EdwardBarber @Barber_Edward_ https://t.co/0EVcxgJbrA",edwards igstory,0.5
14944,44,2022-05-31 23:30:14+00:00,Maraming nakaka provide..but few can sustained it.,maraming nakaka providebut few can sustained it,0.5714285714285714
14954,54,2022-05-31 23:24:01+00:00,@PTI_Skhan Pron star,pron star,0.5
14973,73,2022-05-31 23:16:44+00:00,"Tengh tunggu parents hantar anak, perut pulak buat hal.
.
Lama ni tunggu, tak sampai2. So decided pergi toilet dulu. 
.
Dah kat toilet, parents sampai nak hntr anak. 

Ya Allah dugaan pagi 😂.",tengh tunggu parents hantar anak perut pulak buat hal lama ni tunggu tak sampai2 so decided pergi toilet dulu dah kat toilet parents sampai nak hntr anak ya allah dugaan pagi,0.5
14996,96,2022-05-31 23:09:01+00:00,Patent leggins https://t.co/oXD7rIGE4u,patent leggins,0.5
15004,4,2022-06-01 23:56:40+00:00,Twitter udah normal setelah di abdet,twitter udah normal setelah di abdet,0.5
15013,13,2022-06-01 23:46:35+00:00,Aku punya 2 Jun 3 Zulkaedah 😫😫😫,aku punya 2 jun 3 zulkaedah,0.5
15017,17,2022-06-01 23:44:09+00:00,"https://t.co/hcK89eHVz3
hutao yelan works :D",hutao yelan works d,0.5
15032,32,2022-06-01 23:31:51+00:00,"Last interview Aku pakai Biru Dan 3jam IV Tu siap hotel tour..... Alhamdulilah, rezeki dpt offer letter. Tapi selepas 2minggu Aku tolak offer Tu selepas fikir masak masak.... Mungkin Ada hikmahnya",last interview aku pakai biru dan 3jam iv tu siap hotel tour alhamdulilah rezeki dpt offer letter tapi selepas 2minggu aku tolak offer tu selepas fikir masak masak mungkin ada hikmahnya,0.5862068965517241
15034,34,2022-06-01 23:31:30+00:00,@WallStStonks @Nate_Rivers @okaybears @NFTBoneHeadz GA6Sr65oSHvUKwfMXvYkLJVjE2nFH2egpcZviKi1Rq8V thanks bro,ga6sr65oshvukwfmxvykljvje2nfh2egpczviki1rq8v thanks bro,0.5
15061,61,2022-06-01 23:17:24+00:00,Singapore / Singapura / 新加坡 / சிங்கப்பூர்に写真を投稿しましたhttps://t.co/VZpXvZanY4,singapore singapura,0.5
15070,70,2022-06-01 23:11:58+00:00,"You never ask  kung kamusta ako, nag chat ka sakin dahil mangugutang ka..tas parang galit kapa kase di kita mapapahiram.",you never ask kung kamusta ako nag chat ka sakin dahil mangugutang katas parang galit kapa kase di kita mapapahiram,0.55
15077,77,2022-06-01 23:08:28+00:00,"Mga manloloko daw yung mga lalaking nagsisimula ang pagalan sa letter ""J"" so paano ba yan @SB19Official Members ahhahaha
John paolo 
Justin
Josh Cullen
Jhon Felip
Junard🤣",mga manloloko daw yung mga lalaking nagsisimula ang pagalan sa letter j so paano ba yan members ahhahaha john paolo justin josh cullen jhon felip junard,0.5769230769230769
15106,6,2022-06-02 23:56:05+00:00,@chinnapillai_ Ama theriyatha,ama theriyatha,0.5
15112,12,2022-06-02 23:52:45+00:00,Pallelai bedokwalk no49 misskitty.misslohahhuat they compare the neck. https://t.co/iQLSPg6feZ,pallelai bedokwalk no49 misskittymisslohahhuat they compare the neck,0.5714285714285714
15131,31,2022-06-02 23:45:40+00:00,Un excelente seminario para conocer oportunidades de inversión en la península yucateca @JapanEmb_Mexico @EmbamexJP 🇲🇽👇🏼,un excelente seminario para conocer oportunidades de inversión en la península yucateca,0.5
15133,33,2022-06-02 23:42:10+00:00,"#2022BTSFESTA
Seven with you 💜💜💜💜💜💜💜
Kim namjoon
Kim Seokjin
Min Yoongi
Jung hoseok 
Park jimin 
Kim taehyung 
Jeon jungkook https://t.co/lkDnEcq1fI",seven with you kim namjoon kim seokjin min yoongi jung hoseok park jimin kim taehyung jeon jungkook,0.5294117647058824
15155,55,2022-06-02 23:21:30+00:00,Celaka nak amek hati.,celaka nak amek hati,0.5
15169,69,2022-06-02 23:12:37+00:00,"Na tapos nako kape,sakit japon tyan ko. 😣sa lamig naman guro ni. Naka full ang AC naka full pagid ang Fan. 😣",na tapos nako kapesakit japon tyan ko sa lamig naman guro ni naka full ang ac naka full pagid ang fan,0.5714285714285714
15195,95,2022-06-02 22:53:21+00:00,@sekartweets @Dir_Lokesh @VettriTheatres Hmmm Bigila wash out pannina padam,hmmm bigila wash out pannina padam,0.5
15201,1,2022-06-03 23:57:07+00:00,Baru aku tahu kena submit traveller's card dekat mysj sebelum masuk malaysia,baru aku tahu kena submit travellers card dekat mysj sebelum masuk malaysia,0.5833333333333334
15246,46,2022-06-03 23:22:50+00:00,Tani wala na kami travel nextyear bah..ma Thailand  padaw or ma bali.,tani wala na kami travel nextyear bahma thailand padaw or ma bali,0.5833333333333334
15257,57,2022-06-03 23:14:43+00:00,@syaz_bay Macam tahu siapa tu 🤣🤣🤣,macam tahu siapa tu,0.5
15270,70,2022-06-03 23:05:52+00:00,@rimmedboys @rafiuddin_nor Nk sgt dpt mcm ni dh lme xkne rim ngn top🥺,nk sgt dpt mcm ni dh lme xkne rim ngn top,0.5454545454545454
15315,15,2022-06-04 23:38:42+00:00,Depends lah kat mimpi tu pakai spek ke tak,depends lah kat mimpi tu pakai spek ke tak,0.5555555555555556
15372,72,2022-06-04 22:11:14+00:00,@javerias Again ungli,again ungli,0.5
15390,90,2022-06-04 20:42:25+00:00,Briyani cravings 🫣🫣😔,briyani cravings,0.5
15391,91,2022-06-04 20:37:38+00:00,@sevaelria gn sir!!!,gn sir,0.5
15396,96,2022-06-04 20:27:25+00:00,hais gn la tl https://t.co/zR2euo3EHT,hais gn la tl,0.5
15488,88,2022-06-05 22:30:00+00:00,@Marriyum_A Tumhara inqelab London se kb aaega,tumhara inqelab london se kb aaega,0.5
15491,91,2022-06-05 22:24:18+00:00,"05.06.2022
5ptg
Padang SK Seri Melati

Friendly Match Siri 14/2022 antara Putramas Kg Tengah vs Asli Soi. @ Sekolah Kebangsaan Seri Melati https://t.co/aOV3l5doym",05062022 5ptg padang sk seri melati friendly match siri 142022 antara putramas kg tengah vs asli soi sekolah kebangsaan seri melati,0.5
15493,93,2022-06-05 22:13:12+00:00,"@MendesAnne Qndo vc compra um NFT vc n adquire apenas a arte digital, mas tb um código vinculado ao item, que pode ser verificado via blockchain para mostrar qual é o original. Pensa num poster de um quadro famoso, vc pode ter o poster em casa, mas só o museu tem a obra de arte original.",qndo vc compra um nft vc n adquire apenas a arte digital mas tb um código vinculado ao item que pode ser verificado via blockchain para mostrar qual é o original pensa num poster de um quadro famoso vc pode ter o poster em casa mas só o museu tem a obra de arte original,0.5272727272727272
15495,95,2022-06-05 22:05:19+00:00,"@MendesAnne token não fungível pode ser utilizado para atestar a originalidade tanto de uma obra física quanto digital. Com isso, você poderá se tornar o proprietário de um item único como uma música, cards de games, memes, projetos de designers, manuscritos etc.",token não fungível pode ser utilizado para atestar a originalidade tanto de uma obra física quanto digital com isso você poderá se tornar o proprietário de um item único como uma música cards de games memes projetos de designers manuscritos etc,0.5365853658536586
15514,14,2022-06-06 23:53:49+00:00,I taknak beriya dah 😊,i taknak beriya dah,0.5
15586,86,2022-06-06 23:03:39+00:00,"@zureendins InshaaAllah, boleh je. Nnt kota plan. Sebab ghisau, tetibe pergi ade org tanya kang 😂",inshaaallah boleh je nnt kota plan sebab ghisau tetibe pergi ade org tanya kang,0.5
15635,35,2022-06-07 23:34:47+00:00,"Yeayyyy X jem....
Cuti sekolah, semua cuti gak ke...
Dh 2 Hari ni clear",yeayyyy x jem cuti sekolah semua cuti gak ke dh 2 hari ni clear,0.5384615384615384
15663,63,2022-06-07 23:17:26+00:00,"@zlhlmzd hahahaha, dulu aku camni jugak, tp lepas bos aku pakai baju diamond aku maafkan dia.",hahahaha dulu aku camni jugak tp lepas bos aku pakai baju diamond aku maafkan dia,0.5333333333333333
15674,74,2022-06-07 23:13:04+00:00,Kangen jong,kangen jong,0.5
